ticket_id,csat_score,comments,language
43532202114546,4.0,"Perfect,, thank you. Sorry I got caught up with a phone call. thanks very much for your help
 with the issue!",en
43532202143470,4.0,"Although it took a while, my issues were resolved.",en
43532202160984,4.0,"Great support!
",en
43532202173261,4.0,"The lack of proper statements was manually done by Sonja. Thanks Sonja
",en
43532202195075,4.0,Very prompt and helpful service,en
43532202200184,0.0,"i wasnt provided a solution
",en
43532202204490,4.0,Very fast and very helpful response. Thank you!,en
43532202030111,0.0,"PLEO chose to not take responsibility, blaming other providers instead of finding a solution in the best interest of the customer. I won't be recommending the service going forward.",en
43532202062971,4.0,"Pleo support colleagues are always so prompt, friendly, and knowledgeable. they will always offer alternatives if there is no straightforward solution. thank you!",en
43532202064606,0.0,did not work to make an internet pay and support couldn't understand why,en
43532202065570,0.0,my email account is still not connected and it does not work. tried a couple of times to reconnect,en
43532202089717,4.0,"quick, efficient, helpful service, thanks",en
43532202121699,4.0,"Quick response.
",en
43532202124688,4.0,Kept me informed of what was happening :) ,en
43532202143195,0.0,The invoice functionality doesn’t work (yet?).,en
43532202146665,0.0,Problem not yet resolved. ,en
43532202151285,0.0,"I have now been in touch a couple of times regarding cards that have not been received. In the meantime fees are nicely continuing but we cannot use a system that does not deliver the cards month after month. I'll have to see what happens now, but we are at a point where we need to look into alternatives.",en
43532202165195,4.0,I received a useful answer in chat,en
43532202167642,4.0,"My self afflicted issue was sought to be fixed, and while unsuccessful in that endeavour the agent did listen to my suggestions on how to improve PLEO going forward
",en
43532202201811,4.0,I have been contacting Pleo team via email since Friday but haven't got the reply but when I contacted via message it was solved within a couple of hours.,en
43532202045327,4.0,Very quick resolution of a minor technical glitch,en
43532202055689,0.0,"unfortunately there is no efficient solution. I appreciate the help so much but the feature does not exist
",en
43532202060838,4.0,"Very quick, very friendly, very efficient",en
43532202089369,4.0,"Very helpful and direct to the source of my query
",en
43532202111323,0.0,No nothing solved. 🚮,en
43532202125414,4.0,learned new details ,en
43532202133195,4.0,Very helpful resolved my issue thank you so much,en
43532202145565,4.0,Issue solved completely and quickly,en
43532202148542,0.0,"I fixed it so I could export the postings, but my issue haven't been resolved. The error message apparantly tells us that it has something to do with BC, but I got the postings export just by changing to another G/L account. Still the same VAT code.",en
43532202155499,0.0,"The issue has not been resolved!
",en
43532202170120,4.0,"Speedy response and exactly what we were looking for. It's really great to see such a responsive support team, keep it up :)",en
43532202180883,4.0,quick reply very helpful,en
43532202185084,0.0,compliance team updated incorrectly. Johannes was good. ,en
43532202187269,4.0,Nicklas responded quickly and put my mind at rest.,en
43532202207763,4.0,Thanks for help,en
43532202073003,0.0,"When I use the link you have sent it starts the chat - I cant close my account. We are closing til account because the company is closing.


",en
43532202081819,0.0,"wish you guys would be willing to talk on the phone - make it so much easier to discuss and fix issues swiftly. Avoid endless chat back & forth - which often seems to be fruitless. No issue with your operators who are helpful, knowledgeable & courteous - rather a process issue for management to address.",en
43532202117964,4.0,All OK,en
43532202130302,0.0,"james is very helpful, he has helped me a few times and is able to resolve every issue i have.",en
43532202172986,4.0,Competent and quick response to my request. Very friendly and patient :-),en
43532202179865,4.0,Johannes dealt with my address change very quickly and communicated well with me,en
43532202201486,4.0,good communication; handy video recording when sharing screen and issue was resolved.,en
43532202206760,4.0,James was very helpful,en
43532202208856,4.0,"He is trying to resolve my issue, although it's not resolved yet",en
43532202058847,4.0,"Took a long time, but finally resolved.",en
43532202067138,0.0,Pleo exported the same transactions twice. I did not get an explanation to why and just that I had to correct it myself in fortnox,en
43532202076331,0.0,I haven’t had a reply,en
43532202080005,0.0,It's still not possible to transfer money via PLEO to some customers.,en
43532202092766,4.0,"Excellent service, promptly reply and knowledgeable staff",en
43532202095499,4.0,service,en
43532202119397,4.0,"Issue resolved, many thanks ",en
43532202135372,4.0,Releived,en
43532202157102,0.0,Not sure why I received this when the issue was never resolved.,en
43532202171868,4.0,nice and easy and darn fast :) ,en
43532202186436,4.0,"I appreciated quick response, thank you",en
43532202188184,0.0,"I had to do all work over again from scratch, because the invites were sent out wrong from your representative. ",en
43532202188209,0.0,not answered,en
43532202066884,0.0,I need personal assistance,en
43532202079230,4.0,"Sofia went the extra mile to clarify cost structures 
",en
43532202094966,4.0,"Quick, efficient and clear. ",en
43532202115318,4.0,love the product and support,en
43532202116649,4.0,It was resolved,en
43532202117548,4.0,Issue solved,en
43532202122145,4.0,The help was fast and useful,en
43532202125405,4.0,Great help.,en
43532202135090,4.0,"Super quick response and advice perfect :) thank you
",en
43532202139873,4.0,Correctly helped.,en
43532202156142,4.0,The situation was explained. Not happy about the new charges ,en
43532202158379,0.0,"no communication until i got in touch with you 

your phone number of the german office does not exsist ?! 

samantah never got back to me.

Really unsatisfying experience.",en
43532202165143,4.0,you answered my query and responded quickly ,en
43532202165602,4.0,Thanks for all of your help! Very friendly support team :),en
43532202171267,4.0,"Immediate Help:)
",en
43532202194492,4.0,Very quickly and professional ,en
43532202210526,0.0,Could you send a breakdown of the invoices paid today and on 14th August,en
43532202058508,4.0,The answer was quick.,en
43532202068544,4.0,Your people were fast and helpful. But unfortunately Pleo do not provide the requested service:-),en
43532202105169,4.0,"The issue wasnt resolved because it was a technical issue on a different app, but the response was timely and very clear. ",en
43532202107133,0.0,"I can't get this to work, I want a list of all the transactions which have gone through our pleo account. I don't need the receipts as I have already down loaded them. One of our suppliers had said that the payment hasn't gone through from Pleo and i need to be able to verify all the transactions on the account
",en
43532202124705,0.0,when verifying my email. The link has expired? This has been consistent for the last 24hours. Please help.,en
43532202133308,4.0,"Fast, prompt, accurate - thank you!",en
43532202139898,4.0,Friendly support employee and I did get an answer to my question. Unfortunately not the answer I was hoping.,en
43532202144077,4.0,Quick response to question on reimbursement currencies.,en
43532202155837,0.0,I don't have that feed from the bank in Xero that needs to be pushed,en
43532202162998,0.0,I have used the pass number sent to me and it says incorrect?,en
43532202169649,0.0,I have had a distinct lack of communication over the weekend. Terrible service. I am having a demo from Revolut on Thursday and may well switch. ,en
43532202177480,4.0,Response based on the great help from Nicklas k -   i won't know for sure if the issue is fully resolved till the replacement card arrives,en
43532202186511,0.0,Not having a phone support is really bad when it is urgent. Problem solution took too long time and poor feedback. Chatting with customer service had way too long response time.. Will cancel our agreement with Pleo.,en
43532202195979,0.0,Would be nice to be informed about limitations before they arise.,en
43532202198822,0.0,"Well didnt get a solution
",en
43532202200299,4.0,"I wass asisited by Jozef and he solved my issue very efficiently, and he was very kind",en
43532202201517,4.0,"My PIN still isnt unblocked
",en
43532202213162,4.0,Jozef knows best! ,en
43532202214027,0.0,"you didnty solve the issue and only offered ""solutions"" that I have obviously already tried, as i also wrote in my first message
",en
43532202216937,4.0,prompt response,en
43532202044772,4.0,Beecause Sonja is very beautiful,en
43532202051000,4.0,All good!,en
43532202073849,4.0,Really quick response and sorted my problem. Thank you.,en
43532202085178,0.0,it takes 1-3 days to get back to me,en
43532202094809,4.0,Good support. Fixed my issue quickly,en
43532202094812,0.0,Why have a replacement process and notifcation if the full process doesn't work as list,en
43532202094951,0.0,"No isssue with James. Just unhappy that a new export feature is forcing us to amend our own accounting software. 
",en
43532202109350,0.0,Unfortunately the error still persist.,en
43532202119641,4.0,"Clear instructions, very helpful and quick",en
43532202123085,4.0,Thanks for all your help,en
43532202132933,4.0,Great,en
43532202141150,4.0,"Nicklas K was helpful & informative. As well as this, he used inititive and gave an update on another subject matter that was unrelated, but very helpful",en
43532202144913,4.0,Thank you. That was very helpful.,en
43532202158480,0.0,you did not resolve my issue and you weren't able to do what every other bank can do.,en
43532202158876,0.0,Only slightly dissatisfied as I can't download a time stamped statement now. :),en
43532202178618,4.0,Great service form Valentin  thank you ,en
43532202186040,0.0,You didn't reply.,en
43532202201692,4.0,Good helo,en
43532202210706,4.0,Very prompt response and easy to communicate with,en
43532202214255,4.0,Because the agent was very helpful and fast.,en
43532202068979,4.0,Yes very helpful,en
43532202078796,4.0,My request was sorted even though I could type in the reply box!  ,en
43532202089687,4.0,"Angela was very helpful
",en
43532202115292,4.0,"Very kind, and helpful",en
43532202138045,4.0,"Got a precise and quick answer to my question

",en
43532202139534,4.0,Quick and helpful!,en
43532202145584,4.0,Great customer service. Thank you!,en
43532202177007,4.0,Because he sorted the issue with an understanding that it was not user error.,en
43532202183509,4.0,Very helpful in an emergency,en
43532202194249,4.0,"I got a very fast response, and although the issue fixed itself, the help was still on hand very quickly.",en
43532202206450,4.0,Excellent customer service and my issue was resolved super quickly,en
43532202050771,4.0,"I can do my expenses on the way.
I don‘t need a copy machine or something else to duplicate the
bills and tickets.",en
43532202058505,0.0,"still no solution and about 5 different pleo people involved - no urgency in solving critical customer issue. difficult communication and tons of same questions, but no progress in solving the issue of how and who made fraud misuse of my pleo card.",en
43532202080983,0.0,I still have not managed to achieve making my claims.  I still dont understand what i need to do next.  one of my 2 claims seems to have been approved but I have no idea how to progress to payment.,en
43532202108823,0.0,Because you haven't dealt with the query re Graeme Charters' email address. Thanks,en
43532202109928,4.0,Good service and very helpful,en
43532202150139,4.0,Very helpful communication and polite. Hopefully we will work out what the unknown cost is,en
43532202173042,0.0,"Very slow kick-off process (kick-off presentation on 4.07.23, price was charged very quickly on 26.06.23). 
No information if already asked questions about non-working functions will be answered only then.",en
43532202177416,0.0,You write that you will send an mail and not that I have to stay on in the chat....,en
43532202183631,4.0,"I am very happy with the service, because the reason for the problem was explained and resolved.",en
43532202205981,4.0,"Pleo straight onto my issue, attentive and resolved to satisfaction",en
43532202212123,4.0,"Quick, efficient and resolved issue",en
43532202212685,4.0,"The response time on the chat was fairly quick, I felt understood by Fabio, the response was very clear, and the outcome was what I wanted. Thank you!",en
43532202216736,4.0,Quick and clear response that answered my question fully,en
43532202030732,4.0,fast and good support,en
43532202034210,4.0,prompt response and clear advice,en
43532202057298,4.0,Fast and reliable respond !,en
43532202071049,4.0,Looks like the issue was fixed.,en
43532202094412,0.0,Quick response & helpful,en
43532202109621,4.0,"Really easy support, thank you.",en
43532202116334,0.0,They didn't solve my problem,en
43532202132087,0.0,You did not solve the issue - I am NOT SATIDFIED.,en
43532202139923,0.0,We can't code ATM withdrawals - this is so frustrating as we used to be able to do this. Pocket Expenses is causing major issues - this is not good at all.,en
43532202140051,0.0,Because it's a pity that I can't access that feature!,en
43532202157771,4.0,nice and good,en
43532202179621,0.0,I was only asking why we did not hear for more than five weeks about the issue,en
43532202190572,4.0,"We didn't resolve the issue 100%, but Sonja was very kind and understanding and did what she could in this first step",en
43532202209832,0.0,problem not solved at would like too speak too some one,en
43532202214373,0.0,"Still have the issue. My to-do list from Pleo shows three expenses, but they all have receipts attached. I mean, one of them is even your own, it's the subscription payment to Pleo...",en
43532202060969,4.0,"Quick, straight forward and resolved my query with detail",en
43532202087395,4.0,Response was fast and drove me to correct link,en
43532202138527,4.0,Although it answered my question. It would be ideal if reimbursement to US bank account was supported. ,en
43532202147882,0.0,"The customer service rep was good. However, it's disappointing that you cannot produce a payment confirmation document. I bought an item for almost 3.5DKK and the merchant said that they cannot see. There is literally no way to prove the payment to them. I expected that Pleo can produce such document, quite surprised..",en
43532202164057,4.0,quick reply t question.  easy to use,en
43532202174315,4.0,Prompt reply - even though I didn't need any assistance in the end the customer service advisor was very polite and friendly.,en
43532202183518,4.0,"Nicklas was very helpful and had our issue sorted almost immediately 
",en
43532202199310,4.0,"Fast respons time, clear communication.",en
43532202206310,0.0,"You just ignored the main question I asked. I asked about a logging in issue AND follow up on a major fraud issue on our account. You only acknowledged the log in issue which I resolved myself, and completely ignored the other MASSIVE problem. Please call me urgently to assist me properly. +447958299055.",en
43532202211794,0.0,I want the UPS transactions marked as fraud and to be returned to me and to block UPS immediately so they cant take any further payments.,en
43532202214792,4.0,Yes ! Thanks alot,en
43532202062027,4.0,The problem was solved in a short time,en
43532202062689,4.0,"I had an issue, and you solved it / guided me right away",en
43532202074096,4.0,"Very pleasant to talk to! And my issue was resolved. 
",en
43532202080689,4.0,"Fast answer and a perfect answer because the function I was looking for was in Pleo :D
",en
43532202094357,0.0,"Not a good on boarding, still not having the cards of both companies.",en
43532202106826,4.0,"Very helpful, as always!",en
43532202106882,4.0,It took some time but all good,en
43532202107103,4.0,"Friendly, helpful and quick responses",en
43532202110330,0.0,i still cant pay with my pleo on the phone,en
43532202113675,4.0,Yes he did. Thanks for your excellent service.,en
43532202141768,4.0,James was very helpful and quick with clear cut instructions,en
43532202152942,4.0,All sorted very quickly!,en
43532202158623,0.0,it is easy to say that it is someone else's fault. but it is not a solution to the problem,en
43532202174353,0.0,All users at Synectics have Same Problem,en
43532202176904,4.0,Cause i got a good explaination,en
43532202185752,4.0,Johannes is always really helpful with any queries or help that I need,en
43532202188868,4.0,Easy to follow specific advice,en
43532202196926,4.0,"happy with the help, because the issue was resolved quickly. The team are always friendly and helpful",en
43532202198691,4.0,"All sorted, thanks.",en
43532202203548,0.0,I still haven't had any further correspondence on this. They said a customer service representative would email tomorrow but a few days have gone past now.,en
43532202029681,4.0,The problem  we hade with approvals in different entities have been solved.,en
43532202076051,4.0,"Fast and good resolution, changes are made.",en
43532202080694,0.0,My problem is still.,en
43532202088012,0.0,the issue not solved,en
43532202115772,4.0,"Issue solved immediately because they understood the problem without having to ask me for clarification.

Great service - thanks
",en
43532202117564,0.0,The VAT/Codes Description on Categories from Xero is not updating,en
43532202130732,0.0,the issue is yet to be resolved,en
43532202157849,0.0,"Issue not resolved, payment was declined instore and now charged to our account ? Not showing as a pending transaction.",en
43532202158732,4.0,"Prompt response, clear prefacings and speedy resolution with great communication",en
43532202160730,4.0,Sonja replied super quickly and very kindly reversed the unexpected charges we had incurred. Thank you!,en
43532202204906,0.0,No useful answers?,en
43532202206757,4.0,I had a quick response from Valéria and she gave clear instructions to resolve the problem,en
43532202212040,0.0,Happy. I was unable to get the help I needed,en
43532202051105,0.0,Tried three time to access and each time the link failed to open,en
43532202092072,4.0,"Fine interaction, acceptable waiting time, issue resolved. Everything is good",en
43532202104333,0.0,I have now had two live chats. The problem was not resolved and it was left that our account manager would email me to arrange a phone call. No email has yet been received.,en
43532202129555,4.0,Easily resolved. Very happy,en
43532202136137,0.0,No solution,en
43532202137634,4.0,"Jozef sorted my issue stright away
",en
43532202145998,4.0,Issue sorted quickly ,en
43532202155970,4.0,Thanks Ruby,en
43532202165832,0.0,"Payment of €374 did not go through and so I missed my flight !!

Outraged !!",en
43532202183809,0.0,Issue is still not resolved,en
43532202197429,4.0,"Problem solved quickly and efficiently.
",en
43532202204027,4.0,Professional support!,en
43532202207501,0.0,We still have not received the card.,en
43532202029083,4.0,I felt she was personally keeping an eye on the issue. She followed up to check if everything worked out in the end.,en
43532202090804,4.0,Highly motivated employee. Really great assitance!,en
43532202092867,4.0,Yes thank you,en
43532202096043,0.0,"Slow response, impossible to close the account, another £99 wihdrawn by Pleo when told it wouldn't be. Can't wait to be rid of you all.",en
43532202117509,4.0,Thanks for the advice (and instruction) on the export. I had not been aware of the actions I needed to do to set up a report for export. A simple action but needed pointed in the right direction.,en
43532202117617,4.0,Thanks Sonja for your quick help. Very impressed with pleos customer ops!,en
43532202118532,4.0,Great service,en
43532202127741,4.0,the vat codes were synced overnight so probably it was a timing dif,en
43532202129975,4.0,"Quick response and answered my questions.
",en
43532202133520,4.0,Great support from Diogo! Thank you!,en
43532202216860,0.0,issue not resolved ,en
43532202039249,4.0,"Your staff member gave me the correct tip, so that I could finally finish my payment.",en
43532202043439,4.0,Excellent service! ,en
43532202053685,0.0,My issue is not resolved and I still need help to figure out why our books has a different amount. The response time once someone answers the chat is too long.,en
43532202060952,4.0,"quick and helpful, problem solved",en
43532202063533,4.0,The response was super fast and clear. It was on point and answered all my questions.,en
43532202073174,0.0,Chat went silent. After talking to someone they’ve gone silent for the past 30 minutes.,en
43532202081756,4.0,,en
43532202098066,0.0,I did resolve it I gave up. Not why you keep having the same problem.,en
43532202100534,4.0,Clear and helpful information.,en
43532202108606,4.0,Angela gave me the info that i needed ,en
43532202113737,0.0,"We have several users that swiping the cards on the subways and buses and we would the receipts to be sent automatically:-)
",en
43532202117595,4.0,Prompt response and issue addressed very quickly.,en
43532202122539,4.0,quick answers,en
43532202150481,4.0,"Great help, gave me info and instructions that i didnt know about and hopefully can solve the issue with out masive amount of work from my side
",en
43532202150721,4.0,"Swift and to the point.
Thanks",en
43532202166716,4.0,Yes very happy with the speedy answer to my question,en
43532202173059,4.0,"fast response, very kind and patient with all requests ",en
43532202186968,4.0,Great help thank you,en
43532202189598,0.0,No issue was not solved!,en
43532202196372,4.0,"Speedy, clear response 
Helpful 
Amiable 

Thanks",en
43532202208398,0.0,no answer,en
43532202213512,4.0,Very sweet woman helped me - and took a huge workload from my shoulders.,en
43532202030889,4.0,"Solved my problems
",en
43532202068883,4.0,Diogo did a super service :),en
43532202079227,4.0,My request was sorted straightaway and I could type in the box this time :-),en
43532202099307,0.0,I have attempted to upload the invoice and it is still not working,en
43532202137483,4.0,Yes no problem,en
43532202144488,4.0,"Understood my questions and answered with easy to follow explanations.  Also understood my tech issue with something and went to great lengths to help solve things for me.  Very prompt, professional and friendly throughout.  Great experience dealing with Pleo today.",en
43532202160458,4.0,"Answered all my questions patiently
",en
43532202166371,4.0,all sorted and quick response,en
43532202072767,4.0,"thank you, very quick and helpful!",en
43532202085811,0.0,all email wasn't change. I still have the old one,en
43532202100779,0.0,Issue still isn’t resolved.I’ve waited and refreshed for four days now and the issue still hasn’t resolved itself.,en
43532202130088,0.0,"The problem was that online stores has stopped accepting Pleo as payment method, for instance hotels.com",en
43532202144635,4.0,Easy and quick help.,en
43532202146736,4.0,Problem solved! Thanks for your help :-) ,en
43532202153045,4.0,"Answered my question and offered some extra helpful advice
",en
43532202166896,4.0,Really helpful and fast replies to help solve the issues as quickly and thoroughly as possible,en
43532202176394,4.0,Amazing help,en
43532202178526,4.0,patient and successful,en
43532202180898,0.0,didn't resolve my issue,en
43532202194431,4.0,"Speed and Efficiency
",en
43532202204061,0.0,"I still have a staff member who has been unable to use her card despite several attempts made to request for assistance, and I have been paying for the service for months",en
43532202088351,4.0,Sofia was very helpful and solved my query very efficiently ,en
43532202092528,4.0,Sonja did a great job. Thanks!,en
43532202092901,4.0,"I sorted my problem and it was straight and forward 
",en
43532202111214,0.0,"Hi, It is not PLeo but we haven´t solved our issue. We have ask Wolt for the receipt but they will have the phonenumber from which phone the order is from. But we don´t know. We only have the transactioncode and the amount. I dont understand why Wolt is not able to send a copy of the invoice.",en
43532202120840,0.0,I want to give one of our users access to Pleo Invoices and that is not possible as long as I do not want to make him Admin.,en
43532202128173,4.0,"Great, thank you :-)",en
43532202134502,4.0,Question answered promptly.  Thank you.,en
43532202144293,0.0,You solved the issue that you had created yourself. Wasted time on this end.,en
43532202155411,4.0,To the Point <:,en
43532202169055,0.0,"The transactions are still missing from my Export queue
",en
43532202182025,4.0,efficient and helpful agent,en
43532202081965,4.0,Very fast reply from the support,en
43532202092604,0.0,The Problem isn't solved.  You still have our money and it isn't reflected on our account,en
43532202098178,4.0,Great,en
43532202122627,4.0,Was very helpful and patient,en
43532202123544,4.0,Quick and satisfying answer.,en
43532202149490,4.0,My issue was resolved quickly,en
43532202180830,0.0,Issue not resolved yet. Error still persisting.,en
43532202213691,4.0,"Fast response, problem solved, thank you for your help!",en
43532202213928,0.0,You are taking too long to approve me,en
43532202038075,0.0,I still need to make a payment and I'm getting no response on the chat function to help me with it,en
43532202038397,4.0,Reply was fast and immediately helped to resolve the problem,en
43532202047990,4.0,"She can solve my problem, which is great. I try one time before with another help center but it was not success.",en
43532202069093,0.0,What meant to have someone reach out to me which hasnt happened.,en
43532202070549,4.0,"Quick response, solved my query at the first time of asking.",en
43532202078121,0.0,our details have still not been upated. I am pending this before i order more cards,en
43532202099633,4.0,"quick and friendly service, thank you",en
43532202107734,4.0,The issue was finally resolved but it did take quite a long time.,en
43532202114048,0.0,My card is suspended and I can’t unlock it,en
43532202127778,4.0,Solved the bank feed problem quickly and professionally,en
43532202138074,4.0,yes very helpful!,en
43532202155892,0.0,"It has not been solved I need my book keepers number checked added so he gain access to the account
 His email: 

philcorrindesign@yahoo.co.uk",en
43532202185784,0.0,"The TFL items need to be sorted - if the behaviour is different every time, it means that we spend too long rectifying the issues",en
43532202195914,4.0,"Immediate helpful information
",en
43532202060308,0.0,"I needed a transaction statement for an expense, where the receipt was lost.  Was told that the support didn't have time for this.",en
43532202064438,0.0,Problem was not solved,en
43532202081998,0.0,"my query is not complete
",en
43532202101528,0.0,because nothing works,en
43532202122864,4.0,"The system seems to be working again, and the suppliers account details that I had already put into pleo once seem to be back",en
43532202153604,4.0,Helped to solve the issue,en
43532202155047,4.0,"Great Job, solved my issues 
",en
43532202038915,0.0,"the core problem is not solved, me getting back my money. 
I did not get an answer how anyone can access my funds without a approval in the pleo app.",en
43532202042633,0.0,No matter where the error comes from it should not be possible to draw the payment from the Pleo card when I have registred a private Visa card in the Clever app.,en
43532202050745,4.0,"My problem has been solved and the files are now showable in our Business Central -  and the new way of exporting the expenses works really good
",en
43532202063120,0.0,Didn't resolve the issue. Should be able to refund using sort code and account number.,en
43532202086733,4.0,Yes Now it resolved! THanks,en
43532202104322,4.0,Got done what I needed,en
43532202199173,4.0,responsive chat,en
43532202210122,4.0,Quick response. Usable answer,en
43532202210124,0.0,"Well - could do with a menium score ;-).
I received advise that you would contact me - but is still awaiting you to do so...",en
43532202061477,4.0,"Nataliia, was very patient and understanding and resolved my issue quickly. She has a very helpful and pleasant manner.
She also provided follow up training guides to assist in the future.",en
43532202073031,4.0,Sonja was extremely helpful and patient.,en
43532202098172,0.0,I am still waiting to be contacted in person.,en
43532202102422,0.0,"Expenses for Pleo/paying for Pleo doesn't automaticly follow the team system, and therefor can't be reviewed by team leader. Told it is not an option for now i the system, therefor we have to do i manually out of Pleo - annoying when every other expense works that way.",en
43532202107902,0.0,I still dont know how to get my. moneey back,en
43532202115835,0.0,I unconnected xero and now it won't reconnect,en
43532202129090,0.0,"you did not solve the problem
",en
43532202139630,4.0,"Great support, issue resolved and I was kept informed all the time",en
43532202147444,4.0,Super clear and fast response and very helpful.,en
43532202149704,4.0,Vary professional service. Got quick response and the issue was sorted on time ,en
43532202175864,4.0,Help me to cancel a card and save money on fees. Many thanks.,en
43532202183515,4.0,Nicklas was great at resolving the issue quickly.,en
43532202183824,4.0,Quickly solved my inquiry ,en
43532202186376,4.0,"I give Fabio the best score for his sympathy and help throughout the whole conversation. Regarding Pleo itself, I am really disappointed with the matter that brought me to contact the customer service. ",en
43532202190549,0.0,Issue hasn't been resolved yet!,en
43532202201445,4.0,Helpful and listened,en
43532202052204,4.0,"Quick reply, helpful information and polite and professional agent! <3 ",en
43532202065307,4.0,Very helpful and fast,en
43532202088331,0.0,You did not solve the issue,en
43532202130619,4.0,"Excellent quick service
",en
43532202141733,4.0,"Fast help, without having to explain too much. Good job!",en
43532202146008,4.0,quick and professional help. thanks to Valentin,en
43532202157465,0.0,useless app i cant even pay pleo app for not being my fault and u need good feedback??,en
43532202165038,4.0,"efficient and helpful
",en
43532202168413,4.0,It would have been useful for the 2p shortage to be flagged when the payment failed to out on 18th June!  We have now incurred a fine from HMRC which seems ridiculous given the 2p could have been covered.,en
43532202191544,4.0,Very knowledgeable and offers interpretations and non-standard solutions :) I used to work as a CS team lead and would have loved to have someone like Sonja on my team!,en
43532202200881,0.0,Issue not resolved,en
43532202203099,4.0,James was extremely quickly and helpful - extremely satisfied with the support,en
43532202211989,4.0,"Happy with the treatment of the issue, not necessarily with the answer - but that's not in the are of competencies of the support team.",en
43532202032234,0.0,0leo won't work on the ba app. It may be their end.  V painful. Hours spent.,en
43532202064164,0.0,No one has got back to me on my invoice problem,en
43532202064894,4.0,Friendly and effective support.,en
43532202091010,0.0,I think that will work,en
43532202112450,4.0,quick and super easy,en
43532202120350,4.0,My question was answered.,en
43532202155390,0.0,Did not resolve issue,en
43532202156678,4.0,Very helpful when investigating my issues!,en
43532202185129,0.0,"my issue wasn't resolved. I kept being told to do a manual top up, despite me explaining I couldn't do a manual top up. I had someone reaching out constantly to get me to sign up, now that we are in the trial period I hear nothing from this person, sno support to resolve set up issues. disappointing.",en
43532202189959,0.0,Whole process has been terrible upto this point,en
43532202197236,4.0,"Munin was fantastic and very patient with me , issues with logging in which got me very frustrated, turned out my IT department had tweaked my email address by removing a digit - all sorted now. Thank you",en
43532202211404,4.0,Good job,en
43532202214937,4.0,Sonja was really helpful ,en
43532202071833,4.0,Thank you very much for your help. I am relieved everything turned out as it did. Great customer service !!,en
43532202101365,0.0,Did not solve my issue.,en
43532202134492,4.0,"Though you couldn't do what I was asking about, it's now lodged as a suggestion for future enhancement, which is the most I expected - thanks",en
43532202138544,4.0,"Quick, helpful and solved the problem - thank you ",en
43532202141613,4.0,"Issue was solved quickly, Many thanks",en
43532202157752,4.0,Jozef helped very quickly and gave a detailed explanation of why my issue happened. thanks!,en
43532202158127,0.0,I cannot install Pleo on my mobile.,en
43532202170342,4.0,Toller Service ,en
43532202179862,4.0,Very fast ans good response,en
43532202199152,4.0,"Happy because I was able to order a plastic card,
Friendly responsive good natured online support",en
43532202212766,0.0,"I understand it's not your faulty but this thumb down it's for the question ""Do you solved my problem?"" which it didn't.",en
43532202217184,0.0,"The support was very friendly and supportiv, but unfortunately the issue is still open",en
43532202042508,0.0,"How can I sit waiting for pleo to reply on the chat thread????
I was waiting for an email so I could respond
",en
43532202099023,0.0,It is not yet resolved,en
43532202100643,0.0,because nothing is working - really really disappointed.,en
43532202101981,0.0,The issue is still outstanding and this is a critical function for audit. Please can i have an update on when this will be fixed,en
43532202148447,4.0,You did what you should and give me a godd answer,en
