Created Date,Country,City,Restaurant ID,Restaurant Name,Order State,Cancel Reason,Cuisine,Platform,Products in Order,Order Value € (Gross),Delivery Fee,Delivery Time,Order ID
28.02.2020,Portugal,Lisbon,6735,Mano a Mano,delivered,,Pasta,android,1,€13.25,0.0,11.9,213822
28.02.2020,Portugal,Lisbon,15522,Musaxi,delivered,,Sushi,ios,3,€18.96,0.0,14.4,223823
28.02.2020,Portugal,Lisbon,7527,Fauna & Flora - LACS,delivered,,Breakfast,android,1,€12.50,0.0,33.2,233824
28.02.2020,Portugal,Lisbon,11466,Burger King - Av. Roma,delivered,,Burgers,,1,€9.99,0.0,8.6,243825
28.02.2020,Portugal,Lisbon,10137,Retrogusto84,delivered,,Pizza,ios,3,€39.00,0.0,12.8,253826
28.02.2020,Ghana,Accra,7054,Cheezzy Pizza Ring Road,delivered,,Pizza,ios,2,€9.65,2.0,24.6,21327
28.02.2020,Portugal,Lisbon,9939,Joshua's Shoarma Grill - UBBO,delivered,,Healthy,android,2,€8.00,0.0,52.4,263828
28.02.2020,Portugal,Lisbon,10569,Burger King - Alta de Lisboa,delivered,,Burgers,ios,2,€11.45,0.0,19.2,273829
28.02.2020,Portugal,Lisbon,8022,Raffi's Bagels - Estefânia,delivered,,Breakfast,ios,1,€8.90,0.0,7.4,283830
28.02.2020,Portugal,Lisbon,13775,H3 Strada Shopping,delivered,,Mediterranean,android,3,€22.44,0.0,9.1,293831
28.02.2020,Portugal,Lisbon,5636,Chickinho,delivered,,Chicken,ios,8,€35.36,0.0,21.0,303832
28.02.2020,Portugal,Lisbon,8196,Sushicome - Saldanha,delivered,,Sushi,android,1,€21.20,0.0,9.0,313833
28.02.2020,Portugal,Lisbon,5552,Tun Fon,delivered,,Chinese,android,1,€9.60,0.0,6.1,323834
28.02.2020,Portugal,Lisbon,12481,Pizzaria Luzzo - Telheiras,delivered,,Salad,android,1,€9.95,0.0,13.7,333835
28.02.2020,Ghana,Accra,7054,Cheezzy Pizza Ring Road,delivered,,Pizza,ios,2,€9.74,2.1,25.8,31336
28.02.2020,Portugal,Lisbon,15526,Kasa Mia,delivered,,Italian,android,1,€10.50,0.0,9.9,343837
28.02.2020,Portugal,Lisbon,8003,Poke House - Atrium Saldanha,delivered,,Poke,android,1,€10.50,0.0,9.6,353838
28.02.2020,Portugal,Lisbon,5819,Sakura - Entrecampos,delivered,,Japanese,ios,3,€22.16,0.0,13.2,363839
28.02.2020,Portugal,Lisbon,6631,A-100 - Lisboa,delivered,,Burgers,ios,1,€7.96,0.75,22.8,373840
28.02.2020,Portugal,Lisbon,5264,Tasca Fit,delivered,,Healthy,ios,3,€12.85,0.0,5.7,383841
28.02.2020,Portugal,Lisbon,13477,Sushicome - Odivelas,delivered,,Japanese,android,2,€29.70,0.0,3.8,393842
28.02.2020,Portugal,Lisbon,9247,Joshua's Shoarma Grill - Chiado,delivered,,Healthy,ios,2,€10.76,0.0,7.7,403843
28.02.2020,Portugal,Lisbon,6177,H3 Continente Amadora,delivered,,Burgers,android,6,€44.00,0.0,7.4,413844
28.02.2020,Portugal,Lisbon,5684,Leads Pizza - Benfica,delivered,,Italian,ios,1,€11.50,0.0,12.7,423845
28.02.2020,Portugal,Lisbon,6166,H3 Spacio Shopping,delivered,,Mediterranean,android,4,€23.32,0.0,8.8,433846
28.02.2020,Portugal,Lisbon,7463,Telepizza - Roma,delivered,,Pizza,android,1,€9.95,0.0,8.4,443847
28.02.2020,Portugal,Lisbon,14068,Zero Punto Pizzaria,delivered,,Pizza,android,1,€8.50,0.0,11.3,453848
28.02.2020,Portugal,Lisbon,15538,The Club Steakhouse,delivered,,Burgers,ios,3,€29.00,2.82,16.4,463849
28.02.2020,Portugal,Lisbon,14140,Nepal Maya,delivered,,Nepali,android,3,€14.50,0.0,7.8,473850
28.02.2020,Portugal,Lisbon,6473,X-TUDO,delivered,,Burgers,android,1,€7.80,0.0,4.7,483851
28.02.2020,Portugal,Lisbon,8003,Poke House - Atrium Saldanha,delivered,,Poke,android,3,€12.00,0.0,4.8,493852
28.02.2020,Portugal,Lisbon,5683,Leads Pizza - Arroios,delivered,,Pizza,ios,1,€11.50,0.0,16.4,503853
28.02.2020,Portugal,Lisbon,6628,Guacamole - Colombo,delivered,,Mexican,ios,6,€21.40,0.0,10.1,513854
28.02.2020,Portugal,Lisbon,16317,Fábrica di chocolate,delivered,,Dessert,ios,1,€8.40,0.0,16.5,523855
28.02.2020,Portugal,Lisbon,6739,Koppu Ramen Izakaya,delivered,,Asian,android,4,€23.90,0.0,11.8,533856
28.02.2020,Portugal,Lisbon,5262,Mundo Gourmet Pizzaria e Hamburgueria,delivered,,Italian,android,3,€10.90,0.0,4.6,543857
28.02.2020,Portugal,Lisbon,8324,Sabores de Aveiro,delivered,,Dessert,ios,2,€12.00,0.0,23.3,553858
28.02.2020,Portugal,Lisbon,5717,4S Hamburger House,delivered,,American,android,2,€14.49,0.0,7.5,563859
28.02.2020,Portugal,Lisbon,8289,Hygge Kaffe - Saldanha,delivered,,Healthy,ios,3,€12.30,0.0,12.7,573860
28.02.2020,Portugal,Lisbon,16033,Veracruz - Saldanha,delivered,,Taco,android,1,€9.50,0.0,20.7,583861
28.02.2020,Portugal,Lisbon,6796,Subway - Oriente,delivered,,Fast food,android,2,€6.86,1.28,19.1,593862
28.02.2020,Portugal,Lisbon,16030,The Green Affair - Saldanha,rejected,The restaurant rejected the order,Casual,android,1,,,,603863
28.02.2020,Portugal,Lisbon,9041,Wok To Walk - Colombo,delivered,,Noodles,ios,1,€6.90,0.0,12.6,613864
28.02.2020,Portugal,Lisbon,8002,Poke House - Chiado,delivered,,Poke,ios,2,€21.00,0.0,7.9,623865
28.02.2020,Portugal,Lisbon,6801,Subway - Santos,delivered,,Fast food,android,4,€8.58,0.0,15.1,633866
28.02.2020,Ghana,Accra,9622,KFC  Accra Mall,delivered,,Fast food,android,1,€6.22,4.0,55.1,41367
28.02.2020,Portugal,Lisbon,4812,"Caco, o Original",delivered,,Burgers,ios,1,€6.05,0.0,12.2,643868
28.02.2020,Portugal,Lisbon,6631,A-100 - Lisboa,delivered,,Burgers,ios,1,€7.96,0.0,16.4,653869
28.02.2020,Ghana,Accra,7336,Urban Taste Restaurant,delivered,,Fast food,ios,1,€4.12,2.0,18.4,51370
28.02.2020,Portugal,Lisbon,6631,A-100 - Lisboa,delivered,,Burgers,android,1,€7.16,0.0,9.1,663871
28.02.2020,Portugal,Lisbon,6644,D’Affetto Pizzeria - Telheiras,delivered,,Italian,ios,1,€12.90,0.0,20.5,673872
28.02.2020,Portugal,Lisbon,15632,Castilho Hamburgueria Artesanal,delivered,,Burgers,android,2,€14.30,0.0,33.7,683873
28.02.2020,Portugal,Lisbon,13038,Poke House - Colombo,delivered,,Healthy,,1,€10.50,0.23,22.8,693874
28.02.2020,Portugal,Lisbon,5682,Leads Pizza - Graça,delivered,,Italian,android,1,€13.90,0.0,8.4,703875
28.02.2020,Ghana,Accra,7070,Kiki's Pot,rejected,The restaurant rejected the order,Casual,,5,,,,61376
28.02.2020,Portugal,Lisbon,6631,A-100 - Lisboa,delivered,,Burgers,android,2,€8.72,0.0,12.0,713877
28.02.2020,Portugal,Lisbon,5618,Choco&Nut - Benfica,delivered,,Dessert,android,6,€9.90,0.0,12.6,723878
28.02.2020,Ghana,Accra,12927,Peterpan Osu,delivered,,Pizza,ios,2,€7.16,0.0,15.9,71379
28.02.2020,Portugal,Lisbon,8439,Yokohama,delivered,,Japanese,android,1,€8.90,0.0,7.2,733880
28.02.2020,Ghana,Accra,8555,La Piazza & Pinnochio Osu,delivered,,Ice cream,ios,2,€6.22,3.0,21.2,81381
28.02.2020,Portugal,Lisbon,7238,Chirashi - Alvalade,delivered,,Japanese,ios,3,€23.60,0.0,6.2,743882
28.02.2020,Portugal,Lisbon,10181,Josefino Pizza,delivered,,Pizza,android,1,€10.50,0.0,9.1,753883
28.02.2020,Portugal,Lisbon,15971,Churrasqueira Fome de Leão,delivered,,Traditional,ios,1,€12.50,0.0,38.2,763884
28.02.2020,Portugal,Lisbon,15925,D'Bacalhau,delivered,,Portuguese,ios,5,€13.72,5.14,27.7,773885
28.02.2020,Portugal,Lisbon,10526,BASAG - Korean Fry - by Street Chow,delivered,,Burgers,android,3,€35.70,0.0,15.2,783886
28.02.2020,Portugal,Lisbon,6801,Subway - Santos,delivered,,Fast food,ios,5,€13.07,0.0,21.1,793887
28.02.2020,Portugal,Lisbon,11466,Burger King - Av. Roma,delivered,,Burgers,,2,€15.50,0.0,18.1,803888
28.02.2020,Portugal,Lisbon,5637,Chickinho - Telheiras,delivered,,Chicken,ios,4,€12.24,0.0,11.6,813889
28.02.2020,Portugal,Lisbon,5685,Casa dos Frangos de Moscavide - Alcântara,delivered,,Grill,ios,1,€15.95,0.0,7.3,823890
28.02.2020,Portugal,Lisbon,13320,Lisbon Cafe,delivered,,Burgers,android,2,€12.49,0.17,22.5,833891
28.02.2020,Portugal,Lisbon,9695,Choupana Caffe,delivered,,Breakfast,android,2,€16.35,0.0,15.4,843892
28.02.2020,Portugal,Lisbon,6642,D’Affetto Pizzeria - Areeiro,delivered,,Italian,ios,2,€20.80,0.0,11.6,853893
28.02.2020,Portugal,Lisbon,5691,Fruly,delivered,,Healthy,android,1,€5.60,0.0,9.6,863894
28.02.2020,Portugal,Lisbon,16329,Portugália - Alvalade,delivered,,Portuguese,ios,5,€44.55,0.0,21.3,873895
28.02.2020,Portugal,Lisbon,8060,Pomodoro,delivered,,Pizza,android,3,€11.70,0.0,10.8,883896
28.02.2020,Ghana,Accra,9624,KFC North Industrial,delivered,,Fast food,ios,2,€6.58,1.2,20.2,91397
28.02.2020,Portugal,Lisbon,13099,Pak Grelha,delivered,,Grill,ios,6,€27.02,0.0,15.3,893898
28.02.2020,Portugal,Lisbon,5552,Tun Fon,delivered,,Chinese,ios,2,€7.10,0.0,6.9,903899
28.02.2020,Portugal,Lisbon,15350,Feel Rio,delivered,,South American,,15,€45.05,0.0,16.7,913810
28.02.2020,Portugal,Lisbon,5724,TJELA,delivered,,Breakfast,ios,3,€22.00,9.48,21.4,923810
28.02.2020,Portugal,Lisbon,5620,Choco&Nut - Odivelas,delivered,,Dessert,ios,14,€26.50,0.07,16.7,933810
28.02.2020,Portugal,Lisbon,6637,Guacamole - Cais do Sodre,delivered,,Mexican,ios,2,€8.05,0.0,16.6,943810
28.02.2020,Portugal,Lisbon,8060,Pomodoro,delivered,,Italian,android,3,€11.70,0.0,10.1,953810
28.02.2020,Portugal,Lisbon,13823,Simplesmente Pizza Bar,delivered,,Italian,android,1,€11.50,0.0,13.2,963810
28.02.2020,Portugal,Lisbon,8338,Sukhothai - Areeiro,delivered,,Asian,android,5,€37.65,9.15,20.7,973810
28.02.2020,Portugal,Lisbon,11466,Burger King - Av. Roma,delivered,,Burgers,ios,3,€15.75,0.0,13.4,983810
28.02.2020,Portugal,Lisbon,14029,Nasty Burger,delivered,,American,android,3,€18.85,0.0,18.1,993810
28.02.2020,Portugal,Lisbon,10964,Cucina - Campo Pequeno,delivered,,Pasta,ios,1,€7.68,0.0,17.4,1003810
28.02.2020,Portugal,Lisbon,15925,D'Bacalhau,delivered,,Portuguese,android,1,€8.33,0.0,7.6,1013811
28.02.2020,Portugal,Lisbon,6473,X-TUDO,delivered,,Fast food,ios,4,€15.05,0.0,10.4,1023811
28.02.2020,Portugal,Lisbon,15533,Green Burger,delivered,,Burgers,,1,€16.90,0.0,26.0,1033811
28.02.2020,Ghana,Accra,12938,Grab & Go Foods,delivered,,Fast food,ios,6,€12.72,0.0,24.6,101311
28.02.2020,Portugal,Lisbon,8280,Hello Beijing,delivered,,Sushi,android,3,€27.83,2.97,44.2,1043811
28.02.2020,Portugal,Lisbon,12778,Paztel Factory,delivered,,,ios,2,€12.50,0.65,15.5,1053811
28.02.2020,Portugal,Lisbon,10430,Samurai,delivered,,Sushi,android,4,€34.21,0.0,20.6,1063811
28.02.2020,Ghana,Accra,12938,Grab & Go Foods,delivered,,Breakfast,android,1,€6.07,0.0,10.2,111311
28.02.2020,Portugal,Lisbon,13586,Mother Burger - Amoreiras,delivered,,Vegan,ios,2,€19.90,0.0,9.1,1073811
28.02.2020,Portugal,Lisbon,14027,DOTE - Av Republica,delivered,,Comfort food,ios,1,€8.30,0.0,13.4,1083811
28.02.2020,Portugal,Lisbon,8002,Poke House - Chiado,delivered,,Healthy,ios,2,€10.50,0.0,11.8,1093812
28.02.2020,Ghana,Accra,10222,Aladdin Turkish Restaurant,failed,The restaurant asked customer support to fail the order,Turkish,ios,1,,,,121312
28.02.2020,Portugal,Lisbon,4743,Sabores do Campo,delivered,,South American,ios,3,€19.02,0.73,16.9,1103812
28.02.2020,Ghana,Accra,8260,Yah Restaurant Trade Fair,rejected,The restaurant rejected the order,Casual,ios,3,,,,131312
28.02.2020,Portugal,Lisbon,15532,Gelado Ice Cream Factory,delivered,,Ice cream,ios,3,€20.97,0.0,41.0,1113812
28.02.2020,Portugal,Lisbon,13401,China Lido,delivered,,Asian,ios,7,€30.90,0.0,13.6,1123812
28.02.2020,Portugal,Lisbon,7517,Chirashi Ramen,delivered,,Japanese,ios,3,€16.65,0.0,12.9,1133812
28.02.2020,Portugal,Lisbon,5683,Leads Pizza - Arroios,delivered,,Italian,android,1,€8.90,0.0,18.1,1143812
28.02.2020,Portugal,Lisbon,6801,Subway - Santos,delivered,,Sandwich,android,9,€19.79,0.0,10.7,1153812
28.02.2020,Portugal,Lisbon,6473,X-TUDO,delivered,,Fast food,android,2,€11.50,0.0,4.7,1163812
28.02.2020,Portugal,Lisbon,6796,Subway - Oriente,delivered,,Sandwich,android,3,€10.54,0.0,17.5,1173813
28.02.2020,Portugal,Lisbon,15008,Fogo de chão,delivered,,Brazilian,ios,1,€22.50,0.0,12.4,1183813
28.02.2020,Portugal,Lisbon,10616,H3 Alvalade,delivered,,Mediterranean,ios,2,€15.52,0.0,17.4,1193813
28.02.2020,Portugal,Lisbon,15971,Churrasqueira Fome de Leão,delivered,,Traditional,android,1,€14.50,0.0,21.6,1203813
28.02.2020,Portugal,Lisbon,10569,Burger King - Alta de Lisboa,delivered,,Burgers,,2,€14.30,0.0,7.5,1213813
28.02.2020,Portugal,Lisbon,16329,Portugália - Alvalade,delivered,,Mediterranean,ios,5,€44.55,0.0,21.3,1223813
28.02.2020,Portugal,Lisbon,10569,Burger King - Alta de Lisboa,delivered,,Fast food,,1,€6.95,0.0,13.0,1233813
28.02.2020,Portugal,Lisbon,9163,Savage by Olivier,delivered,,Burgers,ios,2,€21.92,0.0,9.7,1243813
28.02.2020,Portugal,Lisbon,14566,Pipoca D’ouro - Campo Grande (Popcorn),delivered,,Dessert,ios,1,€5.50,0.0,20.5,1253813
28.02.2020,Portugal,Lisbon,8390,Talho Central Lumiar,delivered,,Burgers,ios,4,€33.49,0.0,10.5,1263813
28.02.2020,Portugal,Lisbon,14022,DOTE - Alvalade,delivered,,Comfort food,android,1,€8.30,0.0,8.2,1273814
28.02.2020,Portugal,Lisbon,7601,Udon,delivered,,Asian,android,1,€6.97,0.0,6.1,1283814
28.02.2020,Portugal,Lisbon,8002,Poke House - Chiado,delivered,,Healthy,android,1,€10.50,0.0,13.3,1293814
28.02.2020,Portugal,Lisbon,7529,MBH Hamburgueseria - Alvalade,delivered,,Burgers,ios,2,€13.30,0.0,29.1,1303814
28.02.2020,Portugal,Lisbon,11466,Burger King - Av. Roma,delivered,,Fast food,,2,€15.50,0.0,18.1,1313814
28.02.2020,Portugal,Lisbon,8337,Thai Garden,delivered,,Asian,ios,1,€7.95,0.0,14.0,1323814
28.02.2020,Ghana,Accra,7343,Fufu Asap,delivered,,Traditional,,5,€29.35,3.0,23.5,141314
28.02.2020,Portugal,Lisbon,12721,Ali Baba Kebab Haus - Anjos,failed,Could not find a courier to deliver the order,Turkish,android,2,,,,1333814
28.02.2020,Portugal,Lisbon,8003,Poke House - Atrium Saldanha,delivered,,Poke,ios,2,€9.50,0.0,10.0,1343814
28.02.2020,Portugal,Lisbon,8022,Raffi's Bagels - Estefânia,delivered,,Breakfast,ios,1,€6.00,0.0,24.4,1353814
28.02.2020,Portugal,Lisbon,13487,BBGrill Churrasqueira - Reboleira,delivered,,Fast food,android,1,€3.88,0.0,12.2,1363815
28.02.2020,Portugal,Lisbon,9027,Honorato - Telheiras,delivered,,Comfort food,ios,2,€10.61,0.0,5.7,1373815
28.02.2020,Ghana,Accra,7070,Kiki's Pot,delivered,,Spicy,ios,2,€7.23,2.0,19.8,151315
28.02.2020,Portugal,Lisbon,11466,Burger King - Av. Roma,delivered,,Fast food,ios,1,€6.60,0.0,9.6,1383815
28.02.2020,Portugal,Lisbon,7550,O Tal,delivered,,Dessert,ios,2,€15.00,0.0,14.7,1393815
28.02.2020,Portugal,Lisbon,6797,Subway - Saldanha,delivered,,Fast food,ios,4,€9.42,0.0,26.1,1403815
28.02.2020,Portugal,Lisbon,8327,Ammazza!,delivered,,Pizza,android,5,€18.84,0.41,12.2,1413815
28.02.2020,Portugal,Lisbon,5636,Chickinho,delivered,,Grill,ios,5,€17.84,0.0,8.6,1423815
28.02.2020,Portugal,Lisbon,10529,Mad Chef,delivered,,Indian,ios,3,€7.88,0.0,14.6,1433815
28.02.2020,Portugal,Lisbon,6811,Está no Papo,delivered,,Mediterranean,,1,€6.99,0.0,10.9,1443815
28.02.2020,Ghana,Accra,9622,KFC  Accra Mall,delivered,,Fast food,android,1,€3.72,3.5,30.1,161316
28.02.2020,Portugal,Lisbon,6166,H3 Spacio Shopping,delivered,,Mediterranean,ios,4,€16.56,0.0,20.3,1453816
28.02.2020,Portugal,Lisbon,8002,Poke House - Chiado,delivered,,Healthy,,2,€14.50,0.0,7.3,1463816
28.02.2020,Portugal,Lisbon,5636,Chickinho,delivered,,Grill,,1,€5.20,0.0,7.8,1473816
28.02.2020,Ghana,Accra,9729,Orient Express,delivered,,Chinese,ios,20,€72.58,4.0,45.1,171316
28.02.2020,Portugal,Lisbon,9695,Choupana Caffe,delivered,,Breakfast,android,3,€12.93,0.0,18.4,1483816
28.02.2020,Portugal,Lisbon,9695,Choupana Caffe,delivered,,Breakfast,,2,€9.92,0.0,20.1,1493816
28.02.2020,Portugal,Lisbon,11466,Burger King - Av. Roma,delivered,,Fast food,ios,3,€13.10,0.0,15.1,1503816
28.02.2020,Ghana,Accra,7336,Urban Taste Restaurant,delivered,,Spicy,ios,1,€4.67,3.0,14.0,181316
28.02.2020,Portugal,Lisbon,10522,Lx Kebab House,delivered,,Kebab,android,2,€5.12,0.0,15.6,1513816
28.02.2020,Ghana,Accra,15867,Baa & Bean East Legon,failed,The restaurant asked customer support to fail the order,Fast food,,9,,,,191317
28.02.2020,Portugal,Lisbon,5262,Mundo Gourmet Pizzaria e Hamburgueria,delivered,,Italian,android,2,€12.40,0.0,13.0,1523817
28.02.2020,Portugal,Lisbon,6177,H3 Continente Amadora,delivered,,Mediterranean,android,2,€15.28,0.0,9.0,1533817
28.02.2020,Portugal,Lisbon,6636,Guacamole - Vasco da Gama,delivered,,Mexican,ios,3,€8.15,0.0,13.2,1543817
28.02.2020,Portugal,Lisbon,7550,O Tal,delivered,,Ice cream,,1,€6.20,0.0,9.3,1553817
28.02.2020,Portugal,Lisbon,6628,Guacamole - Colombo,delivered,,Taco,ios,2,€8.93,0.0,24.7,1563817
28.02.2020,Portugal,Lisbon,15058,Di Amici by Pizza em Casa,delivered,,Italian,android,2,€22.80,0.0,17.9,1573817
28.02.2020,Portugal,Lisbon,5275,Hello Bubble Waffle - Saldanha,delivered,,Dessert,android,8,€14.67,0.0,12.3,1583817
28.02.2020,Portugal,Lisbon,5896,Sakura - Linda a Velha,delivered,,Sushi,ios,7,€37.55,1.67,16.1,1593817
28.02.2020,Portugal,Lisbon,8326,Thai Garden - Lisboa,delivered,,Asian,ios,1,€7.77,0.0,6.3,1603817
28.02.2020,Portugal,Lisbon,5591,Weeel Frozen Yogurt - Oeiras Parque,delivered,,Ice cream,android,2,€8.80,0.0,25.3,1613818
28.02.2020,Portugal,Lisbon,16424,Portugália Balcão - Colombo,delivered,,Portuguese,android,3,€21.20,0.0,14.4,1623818
28.02.2020,Portugal,Lisbon,6797,Subway - Saldanha,delivered,,Sandwich,android,2,€6.62,0.0,15.2,1633818
28.02.2020,Ghana,Accra,9622,KFC  Accra Mall,delivered,,Fast food,,6,€46.84,0.0,27.3,201318
28.02.2020,Portugal,Lisbon,6166,H3 Spacio Shopping,delivered,,Mediterranean,ios,5,€26.08,0.0,25.1,1643818
28.02.2020,Portugal,Lisbon,13479,Sushicome - Amadora,delivered,,Japanese,android,2,€27.52,0.0,11.4,1653818
28.02.2020,Portugal,Lisbon,7513,Chirashi Sushi,delivered,,Sushi,android,4,€24.80,0.0,6.9,1663818
28.02.2020,Portugal,Lisbon,6173,H3 Campo de Ourique,delivered,,Mediterranean,android,2,€7.28,0.0,14.2,1673818
28.02.2020,Portugal,Lisbon,11466,Burger King - Av. Roma,delivered,,Burgers,android,2,€11.25,0.0,13.3,1683818
28.02.2020,Portugal,Lisbon,7238,Chirashi - Alvalade,delivered,,Sushi,android,2,€16.55,0.0,28.5,1693818
28.02.2020,Portugal,Lisbon,15350,Feel Rio,delivered,,Juice,,15,€45.05,0.0,16.7,1703819
28.02.2020,Portugal,Lisbon,11466,Burger King - Av. Roma,delivered,,Fast food,ios,1,€8.45,0.0,13.4,1713819
28.02.2020,Portugal,Lisbon,8003,Poke House - Atrium Saldanha,delivered,,Healthy,ios,1,€10.50,0.0,11.9,1723819
28.02.2020,Portugal,Lisbon,16030,The Green Affair - Saldanha,delivered,,Vegan,ios,1,€6.38,0.0,15.1,1733819
28.02.2020,Ghana,Accra,9624,KFC North Industrial,delivered,,Fast food,android,4,€7.52,1.0,15.2,211319
28.02.2020,Portugal,Lisbon,16030,The Green Affair - Saldanha,delivered,,Vegan,ios,1,€5.78,0.0,9.7,1743819
28.02.2020,Portugal,Lisbon,9032,Vitaminas - Residence,delivered,,Healthy,android,1,€8.60,0.0,21.6,1753819
28.02.2020,Portugal,Lisbon,5552,Tun Fon,delivered,,Chinese,android,2,€7.60,0.0,10.8,1763819
28.02.2020,Portugal,Lisbon,9231,100 Montaditos - Amadora,delivered,,Sandwich,android,1,€10.40,0.0,20.2,1773819
28.02.2020,Portugal,Lisbon,5819,Sakura - Entrecampos,delivered,,Japanese,android,2,€14.24,0.0,9.4,1783819
28.02.2020,Portugal,Lisbon,6796,Subway - Oriente,delivered,,Sandwich,android,2,€6.83,0.0,13.7,1793820
28.02.2020,Portugal,Lisbon,15058,Di Amici by Pizza em Casa,delivered,,Pizza,android,1,€9.90,0.0,16.4,1803820
28.02.2020,Portugal,Lisbon,8005,Shish Lebanese Street Food,delivered,,Kebab,android,1,€7.00,0.0,11.2,1813820
28.02.2020,Portugal,Lisbon,13401,China Lido,delivered,,Chinese,ios,7,€30.90,0.0,13.6,1823820
28.02.2020,Portugal,Lisbon,7527,Fauna & Flora - LACS,delivered,,Breakfast,,1,€8.00,0.0,24.9,1833820
28.02.2020,Portugal,Lisbon,10430,Samurai,delivered,,Japanese,ios,1,€22.80,0.0,13.6,1843820
28.02.2020,Portugal,Lisbon,16333,Portugália Balcão - Spacio,delivered,,Portuguese,android,2,€19.80,0.0,12.9,1853820
28.02.2020,Portugal,Lisbon,12696,Casa dos Frangos de Moscavide - Moscavide,delivered,,Grill,ios,1,€15.95,0.0,27.6,1863820
28.02.2020,Ghana,Accra,12938,Grab & Go Foods,delivered,,Fast food,,1,€4.99,1.75,21.6,221320
28.02.2020,Portugal,Lisbon,8197,Sushicome - Laranjeiras,delivered,,Japanese,android,2,€8.35,0.0,14.1,1873820
28.02.2020,Portugal,Lisbon,15965,Osaka,delivered,,Asian,ios,2,€12.64,0.0,16.8,1883821
28.02.2020,Portugal,Lisbon,8280,Hello Beijing,delivered,,Sushi,ios,1,€7.56,0.0,13.8,1893821
28.02.2020,Ghana,Accra,9625,KFC Marina Mall,delivered,,Fast food,ios,1,€6.42,0.75,19.0,231321
28.02.2020,Portugal,Lisbon,10430,Samurai,delivered,,Japanese,,1,€6.32,0.0,15.1,1903821
28.02.2020,Portugal,Lisbon,6631,A-100 - Lisboa,delivered,,Burgers,android,2,€9.52,0.0,17.7,1913821
28.02.2020,Portugal,Lisbon,5896,Sakura - Linda a Velha,delivered,,Japanese,android,5,€28.00,0.0,12.4,1923821
28.02.2020,Portugal,Lisbon,8280,Hello Beijing,delivered,,Sushi,ios,4,€8.48,0.0,10.5,1933821
28.02.2020,Portugal,Lisbon,8005,Shish Lebanese Street Food,delivered,,Salad,ios,2,€14.00,0.0,18.0,1943821
28.02.2020,Portugal,Lisbon,15359,Mercearia do Vinho,delivered,,Drink,ios,2,€13.90,0.0,11.2,1953821
28.02.2020,Portugal,Lisbon,7550,O Tal,delivered,,Dessert,ios,2,€10.00,0.0,12.9,1963821
